0_age,1_categorical,2_fnlwgt,3_categorical,4_categorical,5_categorical,6_categorical,7_categorical,8_categorical,9_categorical,10_capital_gain,11_capital_loss,12_hours_per_week,13_categorical,14_categorical
46.96,7,212188.87,3,2,3,4,5,1,1,0.0,0.0,52.64,1,5
59.27,4,156274.84,0,0,1,4,5,4,4,0.0,0.0,20.46,7,11
72.6,7,35641.4,0,0,0,1,3,0,2,0.0,0.0,56.23,2,6
28.38,3,55488.57,4,5,4,2,0,6,4,0.0,0.0,44.88,8,7
17.0,7,86943.11,3,6,0,0,10,6,1,0.0,0.0,47.73,11,8
45.27,6,84974.43,3,3,5,3,1,1,4,0.0,0.0,68.03,4,10
58.94,0,95523.18,3,4,2,0,8,6,4,0.0,0.0,34.8,11,3
48.58,8,60142.14,2,4,3,2,0,0,1,0.0,0.0,44.7,7,11
58.88,2,322323.58,2,0,2,1,1,1,0,0.0,0.0,31.39,2,0
35.07,3,36771.83,3,1,5,4,13,4,3,4426.79,0.0,45.25,8,3
30.08,2,37647.06,2,3,3,3,3,5,1,0.0,0.0,32.62,4,1
39.5,4,46443.48,1,5,0,3,2,5,2,0.0,0.0,40.87,6,9
33.7,6,59378.1,2,2,0,0,5,6,0,0.0,0.0,53.19,0,9
46.62,9,55785.62,4,6,2,1,8,5,2,0.0,0.0,45.58,2,6
50.61,1,378420.25,4,7,4,4,9,2,0,748.39,0.0,30.88,10,8
51.63,7,58288.73,4,1,0,4,3,5,1,0.0,0.0,17.45,0,1
44.64,2,89566.72,4,1,3,2,3,4,2,0.0,0.0,10.49,11,5
41.2,4,35960.31,4,3,5,0,7,1,2,0.0,0.0,28.49,6,5
48.33,3,67822.15,0,2,5,2,11,2,4,0.0,3856.0,39.05,4,0
17.0,10,159707.05,4,0,1,0,11,3,0,5580.83,0.0,45.38,5,6
40.74,0,170140.8,0,6,0,1,4,2,3,38.37,0.0,56.56,2,8
38.68,6,216929.82,2,6,1,4,9,0,2,0.0,0.0,45.23,7,10
40.77,4,44439.73,2,7,1,0,2,2,2,0.0,0.0,54.92,9,8
36.86,5,57601.27,4,1,0,3,6,4,1,333.71,0.0,63.08,5,10
43.61,4,189870.65,0,2,2,1,11,1,1,376.73,0.0,11.72,4,0
30.53,10,96824.93,2,6,5,2,12,5,2,0.0,0.0,41.61,3,3
52.68,0,94055.0,1,0,0,3,1,3,4,0.0,0.0,21.29,5,1
44.16,0,158275.94,1,2,5,3,13,5,1,328.56,0.0,43.93,8,11
39.96,6,219107.17,2,5,4,1,3,1,3,0.0,0.0,37.17,10,10
28.93,2,56449.22,0,0,2,2,6,5,4,0.0,0.0,36.95,2,5
48.6,8,90856.68,0,6,0,1,1,1,3,0.0,0.0,41.91,7,9
40.69,1,89689.64,2,5,0,1,11,5,0,0.0,0.0,40.63,5,3
28.18,0,45478.74,4,3,5,2,9,5,2,0.0,0.0,19.72,1,3
37.26,6,125460.54,3,7,1,0,9,2,3,0.0,0.0,50.75,7,10
46.18,4,64132.71,4,2,0,2,6,4,1,0.0,0.0,40.25,7,7
45.17,1,98306.08,4,4,1,1,2,5,0,0.0,0.0,41.2,3,1
44.33,7,165972.93,3,1,0,2,9,1,4,0.0,0.0,39.4,9,4
39.2,2,122377.94,4,1,0,2,11,3,0,0.0,0.0,14.85,1,7
51.34,4,48551.85,4,6,1,0,12,5,1,0.0,0.0,39.01,0,2
54.09,9,116193.12,0,7,3,0,7,5,2,0.0,0.0,18.19,10,9
47.59,4,110305.05,4,3,1,0,3,0,2,0.0,0.0,62.59,6,9
30.36,2,63007.99,2,0,2,4,11,5,3,6599.94,0.0,26.48,6,8
24.25,3,49487.72,1,0,3,0,10,1,4,0.0,0.0,28.64,0,4
30.93,1,111656.98,4,3,0,3,5,0,1,0.0,0.0,45.55,8,8
63.4,1,32281.16,0,1,2,4,6,2,0,0.0,0.0,67.33,5,0
41.66,3,42008.94,3,1,3,1,5,6,4,0.0,0.0,30.59,6,2
65.64,6,35359.94,3,1,2,0,13,3,3,0.0,0.0,58.45,4,11
36.44,9,37436.79,0,5,5,0,10,0,2,0.0,0.0,37.52,8,0
34.64,3,67298.97,3,4,0,0,12,1,2,0.0,0.0,40.28,7,10
37.04,2,230870.08,4,7,3,2,7,1,4,0.0,0.0,61.65,3,5
36.8,9,161889.24,4,7,1,2,9,5,2,0.0,0.0,24.9,9,8
27.94,1,242444.16,4,0,2,4,2,5,4,0.0,0.0,32.94,0,6
23.06,6,60558.65,2,5,3,0,13,1,2,0.0,0.0,24.94,8,8
44.52,2,19755.43,3,0,1,2,4,3,0,0.0,0.0,31.14,7,2
51.71,2,61212.93,2,5,1,2,2,4,4,0.0,0.0,26.56,1,9
69.78,9,243316.41,4,6,4,4,9,6,3,0.0,0.0,9.95,6,10
32.36,6,72052.42,1,4,2,3,1,4,4,0.0,0.0,51.55,8,6
33.42,4,97007.14,1,7,4,0,8,1,0,0.0,0.0,42.73,5,4
27.97,7,83139.32,0,1,5,1,7,5,0,0.0,0.0,33.82,7,3
52.63,3,172458.89,0,0,1,4,1,0,1,0.0,956.21,48.82,5,4
48.59,5,191818.52,0,0,3,1,4,4,1,0.0,0.0,31.64,11,5
26.6,2,28586.81,4,0,4,1,5,2,2,0.0,0.0,3.35,1,6
26.27,7,14126.96,0,1,5,3,4,1,3,0.0,0.0,31.11,8,3
50.38,2,166690.2,1,5,5,4,3,5,1,0.0,0.0,35.86,6,4
42.98,7,83272.22,1,2,1,3,9,5,2,2703.35,0.0,37.05,2,4
47.86,9,166777.94,3,2,3,3,6,2,4,0.0,0.0,31.55,3,5
26.52,6,78871.45,0,6,3,1,6,5,0,0.0,0.0,29.46,8,10
17.0,10,149741.08,1,2,5,0,1,5,1,0.0,0.0,40.36,11,7
26.63,0,88589.79,4,4,5,4,6,6,1,0.0,0.0,42.38,2,1
46.94,6,55513.09,4,4,2,2,6,2,4,0.0,0.0,38.87,10,2
65.44,10,71878.11,2,2,4,2,0,2,4,0.0,0.0,46.68,11,5
32.42,1,86269.52,0,7,5,0,13,6,4,0.0,0.0,18.11,10,2
67.59,10,160972.75,2,1,0,3,1,1,4,0.0,0.0,45.73,0,11
48.79,9,86051.75,2,1,0,4,13,5,4,0.0,0.0,41.21,10,10
19.89,0,41876.82,3,0,0,0,2,3,3,0.0,0.0,35.02,1,2
40.78,5,373906.59,2,0,2,3,11,6,4,0.0,0.0,33.88,0,1
49.23,2,126637.62,2,2,5,3,4,6,0,0.0,0.0,36.16,7,4
17.0,6,293258.55,3,4,2,2,4,3,0,0.0,0.0,55.59,1,9
46.38,10,41191.78,2,2,1,0,10,3,2,0.0,0.0,57.45,0,5
53.25,10,80589.35,3,2,2,3,9,0,2,0.0,0.0,13.2,11,11
43.19,6,115001.06,4,0,4,1,7,4,3,4471.27,0.0,29.15,1,3
37.2,6,167099.35,3,0,5,2,12,6,0,481.24,0.0,47.81,11,10
35.75,2,21808.21,2,3,0,1,11,6,1,0.0,0.0,47.02,11,5
34.99,8,22332.89,0,1,4,1,6,2,2,0.0,0.0,53.34,9,0
22.71,3,58157.84,1,0,0,3,3,0,4,14537.91,0.0,37.68,3,4
29.06,5,152887.7,4,3,4,3,13,1,0,0.0,0.0,39.93,7,11
32.58,3,57625.93,4,1,1,0,3,6,0,0.0,405.45,42.4,3,11
39.48,9,89181.6,3,7,4,4,10,3,4,0.0,0.0,47.41,5,11
30.76,7,102896.77,0,6,2,0,2,4,4,1384.32,0.0,41.67,7,3
26.7,0,50885.76,0,3,4,4,3,2,4,0.0,0.0,40.3,9,0
47.88,8,318495.2,4,0,3,0,2,4,3,0.0,0.0,51.32,4,2
42.82,8,52257.99,0,0,1,1,6,1,4,0.0,0.0,44.94,7,2
30.99,0,18918.71,1,0,3,0,6,3,1,8949.55,0.0,56.63,0,5
44.58,3,44986.61,0,4,2,4,11,0,3,14581.19,0.0,42.98,1,7
32.11,3,50673.17,4,1,2,2,0,1,4,0.0,776.48,5.15,5,0
38.82,4,113427.52,3,1,5,3,8,6,3,0.0,0.0,14.12,9,6
50.68,0,118187.1,2,5,1,4,9,6,4,0.0,0.0,33.17,7,8
30.15,4,157854.88,2,0,0,2,6,0,3,0.0,0.0,40.68,6,3
22.76,0,443987.98,0,3,3,1,11,5,1,0.0,0.0,40.36,3,11
36.11,4,100981.96,1,0,1,1,3,5,2,0.0,0.0,46.52,1,9
20.27,6,193998.06,1,6,5,0,13,2,0,0.0,0.0,50.1,1,8
34.39,5,69147.14,2,7,3,1,3,6,3,0.0,0.0,32.43,3,6
34.35,8,124448.28,1,1,3,1,9,5,1,0.0,0.0,40.37,5,1
17.0,2,74689.92,3,3,5,4,6,0,0,0.0,0.0,51.91,6,0
44.9,2,87601.52,2,2,5,2,8,6,4,0.0,0.0,48.87,4,3
35.63,7,112767.07,3,1,1,4,7,3,4,0.0,0.0,43.31,6,5
53.36,7,216884.12,3,3,0,1,13,1,3,0.0,0.0,24.45,5,10
40.8,7,94554.58,3,6,1,3,11,0,0,0.0,0.0,65.99,9,3
47.56,2,94345.97,4,1,2,1,12,5,2,1063.08,0.0,40.08,10,0
53.47,0,126854.85,0,5,2,3,10,0,0,0.0,0.0,34.94,8,5
36.29,5,199361.12,2,0,3,0,13,2,0,0.0,0.0,47.81,8,2
37.99,1,32002.35,1,3,4,4,7,3,1,1316.75,0.0,39.72,10,6
17.54,9,119985.82,4,6,1,4,13,0,3,0.0,0.0,62.45,0,9
54.11,6,34034.41,0,3,3,0,7,6,2,0.0,0.0,22.93,7,10
36.11,10,281353.89,1,2,0,4,11,5,0,3168.47,0.0,31.6,5,8
24.93,6,129443.14,1,4,5,4,5,0,4,0.0,0.0,38.94,0,10
47.62,8,263357.8,4,0,3,3,8,0,0,0.0,0.0,47.28,6,0
17.0,8,26059.32,4,0,4,4,11,4,4,0.0,0.0,39.71,6,8
32.42,2,86240.55,2,7,3,4,10,3,4,6099.21,0.0,51.21,11,0
49.81,9,198052.13,4,7,0,2,4,0,0,0.0,0.0,24.95,0,2
32.31,10,303552.34,3,3,2,1,12,2,4,0.0,0.0,15.95,5,1
28.67,2,130660.21,2,6,2,2,4,6,4,2179.97,0.0,34.52,0,6
32.59,0,70115.37,0,3,3,4,8,4,0,6076.06,0.0,32.27,9,10
17.0,1,79543.6,3,6,2,4,11,1,0,0.0,0.0,43.16,0,5
47.3,2,42885.34,3,6,1,3,4,5,4,0.0,0.0,17.04,5,9
36.4,2,318132.75,4,0,5,2,4,1,3,3958.22,0.0,51.44,1,3
34.46,8,166215.46,3,4,2,4,7,6,0,0.0,0.0,48.34,3,9
34.51,6,85525.37,2,0,1,1,6,6,4,1971.15,0.0,47.56,0,9
38.18,8,152534.94,1,0,5,0,9,5,1,0.0,0.0,37.5,6,9
46.49,1,90367.28,2,6,1,1,13,0,2,0.0,0.0,34.79,5,1
37.32,5,77569.14,1,2,4,2,11,1,1,0.0,0.0,48.41,10,3
20.3,6,53942.16,3,6,2,4,9,2,0,0.0,0.0,40.08,2,0
45.48,8,54702.53,0,7,3,1,2,0,1,0.0,0.0,25.01,3,8
44.48,1,133859.5,3,1,2,4,1,6,3,0.0,0.0,60.72,0,1
40.67,3,228211.93,1,1,3,3,3,1,0,0.0,0.0,29.91,4,7
51.98,7,75423.76,0,6,5,4,9,0,0,0.0,0.0,45.6,4,1
38.39,8,52351.2,2,2,4,0,2,6,3,0.0,0.0,50.2,11,3
52.45,7,211496.71,4,4,1,0,0,0,4,0.0,0.0,44.16,7,4
56.29,0,105159.21,1,6,1,0,10,1,4,0.0,0.0,41.14,11,0
45.57,2,16550.73,1,1,3,4,2,6,0,0.0,0.0,38.88,8,3
28.28,9,56150.26,2,3,5,4,11,2,4,0.0,0.0,37.13,4,0
36.3,1,143609.58,0,1,2,4,9,1,2,0.0,0.0,40.4,5,2
54.11,9,52481.36,3,0,0,3,8,6,1,0.0,0.0,37.98,4,8
18.53,2,102842.14,4,4,2,1,11,5,3,0.0,0.0,61.39,6,7
32.9,5,36483.13,1,7,2,1,0,3,1,0.0,0.0,35.85,6,4
33.54,4,71028.94,1,2,1,0,9,2,3,0.0,0.0,26.22,9,4
26.75,10,41376.84,3,5,3,1,6,2,1,0.0,0.0,55.19,9,11
49.35,2,36851.82,1,3,5,3,6,0,1,0.0,0.0,36.8,1,9
42.9,2,53803.11,2,2,3,1,0,3,0,0.0,0.0,43.83,1,0
28.76,4,198413.2,2,7,0,0,10,0,0,5060.35,0.0,43.6,1,11
45.87,2,137798.96,2,2,4,4,4,6,3,0.0,0.0,49.38,3,9
35.94,0,509639.25,0,7,4,3,3,2,4,5405.57,0.0,50.01,8,7
26.43,5,61193.13,1,6,0,2,3,4,4,0.0,0.0,52.96,9,2
28.73,7,223094.5,4,4,5,0,9,2,1,0.0,0.0,53.47,4,1
43.67,8,436510.22,3,3,3,2,13,5,1,0.0,694.97,50.97,10,2
50.21,0,241437.86,2,2,0,1,0,6,1,4623.46,0.0,24.22,5,10
31.67,10,244890.08,2,1,2,4,1,4,3,0.0,0.0,34.0,9,0
45.08,3,108731.87,2,3,0,2,10,5,3,0.0,3445.77,29.79,10,6
58.56,2,118799.72,1,7,0,4,6,2,3,0.0,0.0,49.83,3,7
21.63,8,47245.81,4,0,0,2,8,1,3,0.0,0.0,49.12,11,0
42.62,1,11641.79,2,6,1,4,12,3,1,14993.94,0.0,46.73,1,2
48.8,10,116251.3,3,5,3,3,1,0,0,0.0,0.0,26.69,1,10
36.76,1,45815.78,4,6,3,1,7,0,3,0.0,0.0,28.73,7,0
54.1,0,70258.25,2,1,1,3,13,3,1,0.0,0.0,30.08,6,4
66.58,5,50977.43,4,1,4,0,2,6,4,0.0,0.0,61.67,0,1
42.46,8,127932.44,4,7,1,4,7,3,3,0.0,0.0,36.05,5,2
34.96,8,84146.54,2,0,4,1,0,4,3,0.0,0.0,44.29,9,7
50.7,0,269927.77,3,7,1,0,0,3,0,0.0,0.0,29.32,4,7
48.95,8,55350.95,4,2,3,1,7,3,1,0.0,0.0,37.31,1,4
17.0,9,114057.7,3,5,5,2,9,5,2,0.0,0.0,39.36,6,5
37.96,6,84720.87,1,6,2,1,1,0,2,0.0,0.0,32.43,10,3
32.87,2,78012.33,0,5,2,1,5,3,1,0.0,0.0,49.34,6,5
43.16,10,92817.96,2,6,4,4,12,4,1,0.0,0.0,31.98,9,1
35.48,5,333166.39,2,3,5,4,6,4,3,0.0,0.0,30.35,3,0
36.89,1,193778.26,4,2,4,1,10,5,2,0.0,0.0,42.31,11,0
26.78,3,68525.09,4,7,0,2,4,4,2,0.0,0.0,45.07,10,9
47.55,10,60560.35,3,2,3,0,7,5,2,0.0,0.0,31.55,6,0
59.52,8,52792.44,4,2,4,3,4,6,3,0.0,0.0,48.29,2,8
26.98,10,108284.51,2,3,3,0,0,0,2,338.69,0.0,44.3,11,10
19.84,3,29350.41,4,5,2,2,2,4,4,0.0,0.0,45.59,3,0
38.26,4,83081.74,1,7,2,0,13,3,4,0.0,0.0,29.2,8,4
37.63,10,134007.84,4,6,3,2,1,6,4,0.0,0.0,37.69,3,6
53.22,2,55250.73,2,4,2,0,0,5,1,0.0,0.0,56.63,10,8
22.02,0,101978.83,0,6,1,1,9,4,4,0.0,0.0,55.68,10,2
31.01,6,122066.36,3,0,3,3,4,1,2,0.0,0.0,44.16,2,11
17.0,5,24106.67,0,7,2,2,7,2,1,0.0,0.0,49.05,9,5
55.87,1,116441.32,1,5,3,0,4,2,1,0.0,0.0,19.78,5,5
41.26,0,68385.02,0,1,2,2,11,1,1,0.0,0.0,35.97,8,3
31.98,8,432779.7,1,1,0,3,0,4,3,0.0,0.0,64.22,2,4
20.81,4,115669.09,4,7,3,4,2,0,0,0.0,1923.96,39.76,3,11
22.0,5,47328.9,4,3,5,4,11,1,4,0.0,0.0,49.83,4,3
43.39,4,23071.64,0,2,4,0,11,3,3,977.68,0.0,40.45,6,3
23.6,8,94878.09,0,4,4,4,0,2,2,0.0,0.0,47.93,10,0
39.35,9,280649.09,4,7,4,3,6,1,4,0.0,5883.52,79.66,7,7
64.56,7,60836.68,2,4,5,0,0,3,1,0.0,0.0,59.39,2,4
33.48,0,126967.29,2,2,1,2,12,6,2,0.0,0.0,47.94,0,6
25.5,10,178477.62,1,5,5,4,6,2,0,0.0,0.0,51.44,10,11
42.97,7,171147.2,2,7,2,3,0,0,3,0.0,0.0,36.82,7,1
22.06,6,98396.68,3,1,0,0,13,0,0,0.0,0.0,35.65,2,3
60.36,2,58302.49,2,4,2,3,4,2,1,0.0,0.0,54.69,7,2
56.25,7,80198.7,4,4,2,4,10,1,0,0.0,151.81,38.63,2,11
35.87,1,41946.28,1,0,0,4,8,5,2,0.0,0.0,37.59,9,6
26.34,8,46434.51,4,6,5,3,7,2,0,0.0,0.0,48.78,4,4
32.46,2,217897.57,3,1,0,3,9,2,0,0.0,0.0,45.11,10,2
34.16,6,129068.87,2,1,4,2,5,6,3,0.0,0.0,48.32,0,1
42.99,6,124256.37,2,6,5,0,2,2,1,0.0,0.0,32.2,11,2
51.52,7,55611.38,2,4,5,1,13,6,0,0.0,0.0,53.52,1,10
24.53,1,257257.87,1,6,4,3,9,2,0,0.0,0.0,39.57,1,8
51.14,7,81965.25,1,7,1,1,8,3,4,0.0,0.0,55.61,5,8
46.03,5,109642.46,3,5,0,1,10,1,4,0.0,0.0,27.95,0,4
31.4,9,250669.0,4,0,2,1,0,6,0,0.0,0.0,33.12,4,9
23.87,2,55373.03,4,4,0,2,13,6,2,0.0,0.0,36.63,9,11
39.51,6,59381.62,4,5,3,0,3,6,2,505.57,0.0,25.32,6,0
24.23,1,225678.96,3,7,1,1,0,1,4,0.0,0.0,51.59,0,6
51.31,10,189308.41,2,3,2,4,8,1,0,0.0,0.0,40.51,1,11
23.39,8,129952.98,1,0,5,3,12,2,4,0.0,0.0,35.42,0,3
45.12,10,17288.65,3,3,1,0,9,0,0,2241.66,0.0,47.94,2,2
36.95,4,274661.68,0,6,1,3,11,4,3,0.0,0.0,55.56,11,7
30.71,2,60597.49,3,4,4,1,13,5,2,0.0,45.55,44.59,7,7
36.66,4,62073.02,1,6,4,2,13,2,4,0.0,0.0,53.74,11,4
52.04,9,84112.42,4,0,2,2,5,3,1,0.0,0.0,39.88,5,10
22.5,7,37862.17,0,1,1,1,4,4,0,0.0,3103.94,27.41,7,3
32.64,5,261652.43,1,3,5,2,8,3,1,0.0,0.0,52.01,5,2
28.23,9,113297.58,0,0,3,4,13,2,0,0.0,0.0,42.18,2,8
37.5,3,172733.41,4,5,5,3,13,2,3,0.0,0.0,73.39,8,11
29.1,9,53120.88,1,5,1,4,3,0,2,0.0,0.0,72.62,5,4
17.0,9,217356.44,4,7,1,1,1,0,3,0.0,0.0,28.48,6,3
24.28,9,308337.23,3,7,1,0,2,1,4,0.0,0.0,41.61,0,1
59.29,3,35609.99,3,5,3,0,4,3,3,0.0,0.0,37.64,7,1
41.21,9,40135.03,2,7,0,3,13,3,0,0.0,0.0,51.86,2,1
40.76,2,51835.69,0,7,3,1,0,1,3,0.0,0.0,42.61,11,11
34.33,10,206860.37,3,2,4,2,5,3,3,0.0,0.0,55.91,8,5
37.33,4,114096.35,2,1,0,2,5,6,3,0.0,0.0,26.97,5,9
32.41,1,93619.8,2,7,1,1,6,4,3,0.0,0.0,51.86,1,5
44.85,7,132430.42,0,1,5,3,5,1,2,0.0,0.0,34.11,6,6
39.31,6,463107.44,3,0,3,0,3,0,0,0.0,0.0,42.96,8,7
22.77,5,24426.23,2,5,5,2,7,3,2,0.0,0.0,46.83,2,11
41.3,4,77037.87,4,6,2,1,10,5,3,0.0,0.0,33.43,11,10
17.0,0,8424.45,4,6,4,1,8,5,1,0.0,0.0,27.16,9,6
43.38,6,148048.54,1,0,4,3,2,6,1,0.0,0.0,46.44,3,8
19.68,8,235533.44,1,0,1,0,8,5,4,0.0,0.0,59.77,0,8
36.75,2,77239.76,1,7,1,0,5,5,1,0.0,0.0,31.25,4,9
22.47,1,166412.42,2,0,3,4,8,3,0,0.0,0.0,22.1,3,1
38.04,9,28889.7,4,1,3,3,12,3,0,0.0,0.0,53.93,8,3
45.52,2,144773.26,0,2,2,4,9,0,1,0.0,304.57,42.87,10,0
57.54,3,703440.71,2,3,5,2,10,3,1,0.0,0.0,47.87,3,6
17.96,5,72723.83,2,2,2,1,13,4,4,4143.92,0.0,39.68,5,2
50.68,9,137858.28,4,6,3,3,4,6,0,0.0,0.0,32.54,6,8
39.7,10,61578.01,3,4,4,1,9,4,4,0.0,0.0,66.98,7,9
32.14,5,113639.96,1,2,3,3,0,1,1,0.0,0.0,57.53,7,10
47.88,0,239475.31,2,5,1,0,13,2,1,0.0,0.0,14.58,9,4
34.93,1,159435.44,3,5,5,1,1,4,1,0.0,0.0,32.19,0,8
47.33,9,90955.58,4,5,0,4,12,6,2,0.0,0.0,33.43,11,3
25.1,0,89758.06,3,7,0,0,12,0,0,0.0,0.0,30.51,5,3
29.77,2,37748.38,1,6,4,1,10,0,2,0.0,0.0,47.63,4,7
50.27,3,222908.71,2,5,3,0,0,6,0,0.0,0.0,23.85,6,3
57.31,2,179748.07,2,5,3,1,3,0,1,0.0,0.0,33.07,1,9
37.54,8,36157.87,3,4,2,4,12,4,2,6573.42,0.0,39.16,11,4
17.0,3,113630.63,2,5,0,3,7,6,0,0.0,0.0,39.12,0,6
35.41,8,47028.45,3,3,4,2,11,6,2,0.0,0.0,32.84,3,5
38.42,6,68566.74,1,3,0,3,7,4,4,0.0,0.0,28.54,3,6
34.97,6,188959.61,3,5,1,3,13,3,3,0.0,0.0,34.38,0,1
42.37,9,217881.26,2,1,5,3,6,0,1,0.0,0.0,37.23,6,10
31.8,3,174365.88,3,5,1,1,5,6,4,0.0,0.0,36.87,5,11
48.91,4,79499.0,3,2,2,0,12,6,1,0.0,0.0,30.66,8,9
22.83,1,142692.27,3,4,2,4,3,0,1,0.0,0.0,33.08,0,10
54.08,2,53206.14,2,1,2,3,2,6,0,0.0,0.0,47.35,1,4
58.15,7,180271.89,1,5,5,2,1,6,2,5717.7,0.0,21.56,4,1
26.13,7,97283.75,0,1,3,3,8,3,0,0.0,0.0,36.66,7,0
26.12,0,67517.5,0,7,4,2,5,5,2,0.0,0.0,38.63,11,7
43.34,7,55102.91,1,7,4,0,10,1,4,0.0,0.0,31.42,11,5
22.57,9,169863.73,4,1,0,2,12,3,3,0.0,0.0,30.87,5,8
31.6,6,88476.38,1,5,0,3,0,5,1,0.0,0.0,47.89,4,5
52.33,7,66724.42,4,3,2,0,3,0,0,0.0,0.0,40.99,4,0
47.59,1,66520.44,3,7,4,4,2,3,2,0.0,0.0,39.62,1,10
63.74,2,36509.65,4,2,1,3,5,1,0,0.0,0.0,54.72,9,7
40.22,1,112782.94,3,0,0,4,0,6,1,0.0,0.0,26.4,7,11
30.06,8,124226.4,0,4,5,4,3,1,3,0.0,0.0,52.94,10,8
38.67,8,30171.66,2,5,4,1,8,0,3,0.0,0.0,39.07,2,11
36.04,8,41737.67,3,2,4,3,1,1,0,0.0,0.0,20.95,9,6
36.22,7,26409.44,1,7,0,3,7,2,1,0.0,0.0,55.05,10,7
37.69,10,258769.33,3,5,0,2,4,6,4,0.0,0.0,40.27,9,2
25.89,3,161889.42,2,0,1,2,2,3,2,0.0,0.0,44.65,1,4
41.67,3,238755.5,1,4,0,2,12,2,1,0.0,0.0,38.49,0,3
19.69,4,360849.33,1,1,2,2,12,1,1,0.0,0.0,35.87,10,3
28.68,2,140279.84,4,5,1,1,8,0,1,348.16,0.0,26.05,1,8
36.45,8,94083.2,4,7,3,3,3,1,0,0.0,0.0,51.81,5,9
17.0,3,115401.48,0,5,1,1,0,5,0,0.0,0.0,35.81,4,7
48.0,3,58936.47,2,7,1,0,2,2,3,0.0,0.0,48.18,0,4
17.0,4,51903.3,3,7,0,2,8,6,2,0.0,0.0,40.51,3,8
46.7,2,70517.04,0,3,0,3,2,3,4,577.88,0.0,28.61,11,7
21.19,0,80942.59,0,4,4,1,1,3,4,0.0,0.0,30.02,8,11
32.74,9,26156.32,3,7,4,1,9,4,0,0.0,0.0,35.62,5,3
44.75,8,36712.06,4,0,1,2,3,4,3,0.0,0.0,30.38,11,2
66.58,4,35730.28,0,6,4,0,10,5,4,0.0,0.0,48.45,2,1
39.51,4,34552.21,0,7,5,4,2,0,3,8663.92,0.0,31.56,7,8
17.0,7,164366.26,0,3,2,4,3,2,3,0.0,0.0,66.42,2,11
50.4,8,75545.27,2,1,1,4,6,2,3,2018.38,0.0,47.12,8,9
34.99,9,84608.43,4,4,5,2,5,5,4,0.0,0.0,32.95,0,11
38.91,9,134085.21,1,7,4,0,8,2,4,0.0,0.0,45.6,7,10
45.25,2,190663.77,0,7,1,1,12,0,3,0.0,0.0,53.27,0,3
17.0,7,142133.03,0,6,0,4,0,2,2,0.0,0.0,38.4,7,2
38.08,9,365922.21,4,4,1,1,9,0,2,0.0,0.0,64.19,4,6
32.67,6,101891.14,0,4,5,0,2,6,0,0.0,0.0,52.43,5,11
53.88,4,115592.51,4,1,3,2,0,4,3,0.0,0.0,19.51,11,2
47.45,0,60827.7,3,1,4,3,1,3,0,0.0,0.0,22.45,9,10
17.0,2,21690.27,2,3,3,1,0,2,3,0.0,0.0,41.35,6,11
54.41,5,105155.16,4,0,3,2,1,2,1,0.0,0.0,51.06,2,11
43.84,10,197029.25,1,2,4,0,0,4,4,0.0,0.0,22.87,0,10
17.89,6,54511.72,0,1,1,0,6,1,0,0.0,0.0,43.94,8,1
38.72,3,65602.14,1,2,3,2,4,5,2,0.0,0.0,53.23,11,9
51.45,6,212839.23,2,4,1,4,8,3,2,0.0,6887.9,27.92,11,1
22.22,8,94921.95,1,0,3,4,1,5,0,5707.04,0.0,43.85,8,4
55.91,0,47161.11,3,4,5,3,12,0,1,0.0,0.0,67.23,7,3
18.34,2,45873.78,2,0,1,2,2,3,0,0.0,0.0,51.15,4,3
27.71,1,166882.03,3,7,3,2,1,5,1,0.0,0.0,29.69,2,4
25.74,0,88881.72,1,7,3,1,5,2,0,0.0,0.0,35.71,5,2
55.9,9,87880.18,3,1,4,3,6,4,4,0.0,279.25,31.44,8,4
31.62,3,32735.93,4,2,5,4,6,6,0,9753.3,0.0,44.88,9,0
22.88,3,144582.58,4,5,1,1,12,4,3,0.0,0.0,49.24,7,1
43.79,10,225478.93,4,5,2,4,10,6,2,0.0,0.0,29.5,8,0
46.6,9,73870.52,2,3,1,0,5,2,3,0.0,0.0,46.28,10,11
46.68,5,136962.23,0,5,2,1,8,2,2,0.0,0.0,36.59,6,9
34.47,1,71288.94,3,1,3,4,9,0,0,6852.44,0.0,20.63,6,4
41.31,5,158750.68,0,3,4,4,9,2,4,0.0,0.0,42.98,3,4
29.55,8,146543.59,1,3,1,1,9,0,4,0.0,0.0,29.07,9,8
59.77,2,72587.85,3,1,0,2,5,1,2,0.0,0.0,36.65,11,11
52.87,5,18001.27,0,0,3,0,13,3,3,0.0,0.0,51.96,3,3
52.08,10,52074.73,3,5,2,3,11,2,2,0.0,3434.14,26.14,0,1
48.32,3,130052.26,4,4,2,0,13,2,3,0.0,0.0,48.55,6,4
44.76,7,200221.97,2,7,2,3,2,6,1,0.0,0.0,28.14,6,10
21.82,10,60852.69,3,4,4,2,10,5,1,0.0,0.0,53.03,8,5
46.23,0,289417.05,3,7,3,3,7,0,0,0.0,0.0,50.83,1,11
39.49,8,326122.39,0,1,0,0,11,3,3,0.0,0.0,48.41,9,8
54.42,0,172589.25,1,6,1,0,0,0,3,0.0,0.0,43.7,4,0
48.5,10,39783.59,1,2,5,3,2,0,3,0.0,0.0,36.53,11,4
45.15,9,174396.69,1,7,2,3,8,3,4,0.0,0.0,66.78,2,2
17.0,10,64169.19,3,6,3,2,12,3,4,0.0,0.0,50.17,10,11
